INTERGROUP,Anomes,Modal,Empresa,TotVlrFreBru,NFserv.Valor,Servicos.Valor,Armazenagem.Valor,ND.Frete_Bruto,NDC.Valor,ValorFinanceiro
N,2025-dez,RODOVIARIO,INTEC,"22035,66",0,0,0,0,0,"22035,66"
N,2025-dez,RODOVIARIO,FARMA,0,"R$ 200,00",0,0,0,0,200
N,2025-dez,RODOVIARIO,FARMA,"192,23",0,0,0,0,0,"192,23"
N,2025-dez,RODOVIARIO,INTEC,"7143,09",0,0,0,0,0,"7143,09"
N,2025-dez,RODOVIARIO,INTEC,"1156,1",0,0,0,0,0,"1156,1"
N,2025-dez,RODOVIARIO,INTEC,"670653,05",0,0,0,0,0,"670653,05"
N,2025-dez,RODOVIARIO,FARMA,"433544,15",0,0,0,0,0,"433544,15"
N,2025-dez,RODOVIARIO,INTEC,"854447,5",0,0,0,0,0,"854447,5"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 1.404,94",0,0,0,0,"1404,94"
N,2025-dez,RODOVIARIO,FARMA,"1053,24",0,0,0,0,0,"1053,24"
N,2025-dez,RODOVIARIO,INTEC,"1896,81",0,0,0,0,0,"1896,81"
N,2025-dez,RODOVIARIO,INTEC,"8000,08",0,0,0,0,0,"8000,08"
N,2025-dez,RODOVIARIO,INTEC,"1145466,1",0,0,0,0,0,"1145466,07"
N,2025-dez,RODOVIARIO,INTEC,"837,57",0,0,0,0,0,"837,57"
N,2025-dez,RODOVIARIO,INTEC,"4531,6",0,0,0,0,0,"4531,6"
N,2025-dez,RODOVIARIO,INTEC,"7203,34",0,0,0,0,0,"7203,34"
N,2025-dez,RODOVIARIO,INTEC,"5197,72",0,0,0,0,0,"5197,72"
N,2025-dez,RODOVIARIO,FARMA,"22133,37",0,0,0,0,0,"22133,37"
N,2025-dez,RODOVIARIO,FARMA,"85410,06",0,0,0,0,0,"85410,06"
N,2025-dez,RODOVIARIO,INTEC,"19975,53",0,0,0,0,0,"19975,53"
N,2025-dez,RODOVIARIO,INTEC,"8374,11",0,0,0,0,0,"8374,11"
N,2025-dez,RODOVIARIO,FARMA,0,"R$ 623,55",0,0,0,0,"623,55"
N,2025-dez,RODOVIARIO,FARMA,"354395,6",0,0,0,0,0,"354395,6"
N,2025-fev,RODOVIARIO,FARMA,"12162,52",0,0,0,0,0,"12162,52"
N,2025-dez,RODOVIARIO,INTEC,"567,28",0,0,0,0,0,"567,28"
N,2025-dez,RODOVIARIO,INTEC,"161537,23",0,0,0,0,0,"161537,23"
N,2025-dez,RODOVIARIO,FARMA,"1746,53",0,0,0,0,0,"1746,53"
N,2025-dez,RODOVIARIO,INTEC,"61203,68",0,0,0,0,0,"61203,68"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 586,01",0,0,0,0,"586,01"
N,2025-dez,RODOVIARIO,INTEC,"5558,01",0,0,0,0,0,"5558,01"
N,2025-dez,RODOVIARIO,INTEC,"130489,83",0,0,0,0,0,"130489,83"
N,2025-dez,RODOVIARIO,INTEC,"591,73",0,0,0,0,0,"591,73"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 56,12",0,0,0,0,"56,12"
N,2025-dez,RODOVIARIO,INTEC,"12320,84",0,0,0,0,0,"12320,84"
N,2025-dez,RODOVIARIO,INTEC,"54836,59",0,0,0,0,0,"54836,59"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 944,02",0,0,0,0,"944,02"
N,2025-dez,RODOVIARIO,INTEC,"129269,7",0,0,0,0,0,"129269,7"
N,2025-dez,RODOVIARIO,INTEC,"29963,53",0,0,0,0,0,"29963,53"
N,2025-dez,RODOVIARIO,INTEC,"58900,96",0,0,0,0,0,"58900,96"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 270,19",0,0,0,0,"270,19"
N,2025-dez,RODOVIARIO,INTEC,"197732,85",0,0,0,0,0,"197732,85"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 25.635,40",0,0,0,0,"25635,4"
S,2025-dez,RODOVIARIO,INTEC,"25365,87",0,0,0,0,0,"25365,87"
S,2025-dez,RODOVIARIO,INTEC,0,0,0,0,"729291,29",0,"729291,29"
S,2025-dez,RODOVIARIO,INTEC,"380848,3",0,0,0,0,0,"380848,3"
S,2025-dez,RODOVIARIO,INTEC,"2718206,7",0,0,0,0,0,"2718206,73"
S,2025-dez,RODOVIARIO,INTEC,"1287497,9",0,0,0,0,0,"1287497,9"
N,2025-dez,RODOVIARIO,INTEC,"230146,28",0,0,0,0,0,"230146,28"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 198,37",0,0,0,0,"198,37"
N,2025-dez,RODOVIARIO,INTEC,"19240,93",0,0,0,0,0,"19240,93"
N,2025-dez,RODOVIARIO,FARMA,"18271,12",0,0,0,0,0,"18271,12"
N,2025-dez,RODOVIARIO,INTEC,"429544,21",0,0,0,0,0,"429544,21"
N,2025-dez,RODOVIARIO,INTEC,"75466,46",0,0,0,0,0,"75466,46"
N,2025-dez,RODOVIARIO,FARMA,10541,0,0,0,0,0,10541
N,2025-dez,RODOVIARIO,FARMA,0,"R$ 238,43",0,0,0,0,"238,43"
N,2025-dez,RODOVIARIO,FARMA,"412772,34",0,0,0,0,0,"412772,34"
N,2025-dez,RODOVIARIO,FARMA,"159876,38",0,0,0,0,0,"159876,38"
N,2025-dez,RODOVIARIO,FARMA,"536,34",0,0,0,0,0,"536,34"
N,2025-dez,RODOVIARIO,INTEC,"371342,55",0,0,0,0,0,"371342,55"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 8.644,29",0,0,0,0,"8644,29"
N,2025-dez,RODOVIARIO,INTEC,"805,39",0,0,0,0,0,"805,39"
N,2025-dez,RODOVIARIO,FARMA,"709894,46",0,0,0,0,0,"709894,46"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$ 58.785,53",0,0,0,"58785,53"
N,2025-dez,RODOVIARIO,FARMA,"195857,52",0,0,0,0,0,"195857,52"
N,2025-dez,RODOVIARIO,FARMA,0,"R$ 4.398,81",0,0,0,0,"4398,81"
N,2025-dez,RODOVIARIO,FARMA,"151835,16",0,0,0,0,0,"151835,16"
N,2025-dez,RODOVIARIO,INTEC,"16052,21",0,0,0,0,0,"16052,21"
N,2025-dez,RODOVIARIO,FARMA,"18415,59",0,0,0,0,0,"18415,59"
N,2025-jan,RODOVIARIO,FARMA,"120,28",0,0,0,0,0,"120,28"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 207,55",0,0,0,0,"207,55"
N,2025-dez,RODOVIARIO,INTEC,"111295,84",0,0,0,0,0,"111295,84"
N,2025-jan,RODOVIARIO,FARMA,"214580,61",0,0,0,0,0,"214580,61"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 844,37",0,0,0,0,"844,37"
N,2025-dez,RODOVIARIO,INTEC,"12946,09",0,0,0,0,0,"12946,09"
N,2025-dez,RODOVIARIO,INTEC,"46502,12",0,0,0,0,0,"46502,12"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 312,56",0,0,0,0,"312,56"
N,2025-dez,RODOVIARIO,FARMA,"7377,7",0,0,0,0,0,"7377,7"
N,2025-dez,RODOVIARIO,FARMA,"226319,87",0,0,0,0,0,"226319,87"
N,2025-jan,RODOVIARIO,FARMA,"220007,24",0,0,0,0,0,"220007,24"
N,2025-dez,RODOVIARIO,FARMA,"123304,85",0,0,0,0,0,"123304,85"
N,2025-dez,RODOVIARIO,INTEC,"118572,86",0,0,0,0,0,"118572,86"
N,2025-dez,RODOVIARIO,INTEC,"193565,99",0,0,0,0,0,"193565,99"
N,2025-dez,RODOVIARIO,INTEC,"21796,06",0,0,0,0,0,"21796,06"
N,2025-dez,RODOVIARIO,FARMA,"279741,77",0,0,0,0,0,"279741,77"
N,2025-fev,RODOVIARIO,FARMA,"234429,3",0,0,0,0,0,"234429,3"
N,2025-dez,RODOVIARIO,FARMA,"20241,93",0,0,0,0,0,"20241,93"
N,2025-fev,RODOVIARIO,FARMA,0,"R$ 943,34",0,0,0,0,"943,34"
N,2025-dez,RODOVIARIO,FARMA,"37644,44",0,0,0,0,0,"37644,44"
N,2025-dez,RODOVIARIO,FARMA,"277,09",0,0,0,0,0,"277,09"
N,2025-dez,RODOVIARIO,FARMA,"317171,74",0,0,0,0,0,"317171,74"
N,2025-jan,AEREO,FARMA,"29002,71",0,0,0,0,0,"29002,71"
N,2025-dez,RODOVIARIO,INTEC,"8204,56",0,0,0,0,0,"8204,56"
N,2025-dez,RODOVIARIO,FARMA,"4487,68",0,0,0,0,0,"4487,68"
N,2025-dez,RODOVIARIO,INTEC,"386,55",0,0,0,0,0,"386,55"
N,2025-dez,RODOVIARIO,INTEC,"81196,88",0,0,0,0,0,"81196,88"
N,2025-dez,RODOVIARIO,INTEC,"201690,73",0,0,0,0,0,"201690,73"
N,2025-dez,RODOVIARIO,INTEC,"58,35",0,0,0,0,0,"58,35"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 4.164,79",0,0,0,0,"4164,79"
N,2025-dez,RODOVIARIO,INTEC,"76,52",0,0,0,0,0,"76,52"
N,2025-dez,RODOVIARIO,FARMA,5333,0,0,0,0,0,5333
N,2025-dez,RODOVIARIO,FARMA,"89179,38",0,0,0,0,0,"89179,38"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$329.932,80",0,0,0,"329932,8"
N,2025-dez,RODOVIARIO,FARMA,"530410,63",0,0,0,0,0,"530410,63"
N,2025-dez,RODOVIARIO,FARMA,"47734,59",0,0,0,0,0,"47734,59"
N,2025-jan,AEREO,INTEC,"174,25",0,0,0,0,0,"174,25"
N,2025-dez,RODOVIARIO,FARMA,102457,0,0,0,0,0,102457
N,2025-dez,RODOVIARIO,FARMA,"189631,63",0,0,0,0,0,"189631,63"
N,2025-dez,RODOVIARIO,INTEC,"281151,04",0,0,0,0,0,"281151,04"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 158.234,89",0,0,0,0,"158234,89"
N,2025-dez,RODOVIARIO,FARMA,"74196,67",0,0,0,0,0,"74196,67"
N,2025-dez,RODOVIARIO,INTEC,"159051,17",0,0,0,0,0,"159051,17"
N,2025-dez,RODOVIARIO,INTEC,"576,95",0,0,0,0,0,"576,95"
N,2025-dez,RODOVIARIO,INTEC,"24497,75",0,0,0,0,0,"24497,75"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 588,40",0,0,0,0,"588,4"
N,2025-dez,RODOVIARIO,INTEC,0,"R$ 641,43",0,0,0,0,"641,43"
N,2025-dez,RODOVIARIO,INTEC,"149,54",0,0,0,0,0,"149,54"
N,2025-dez,RODOVIARIO,FARMA,"151709,64",0,0,0,0,0,"151709,64"
N,2025-dez,RODOVIARIO,FARMA,"123,83",0,0,0,0,0,"123,83"
N,2025-dez,RODOVIARIO,INTEC,"90111,27",0,0,0,0,0,"90111,27"
N,2025-dez,RODOVIARIO,FARMA,"114470,04",0,0,0,0,0,"114470,04"
N,2025-dez,RODOVIARIO,FARMA,"194459,22",0,0,0,0,0,"194459,22"
N,2025-dez,RODOVIARIO,FARMA,"472324,2",0,0,0,0,0,"472324,2"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$345.136,11",0,0,0,"345136,11"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$4.565,00",0,0,0,4565
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$181.623,56",0,0,0,"181623,56"
N,2025-jan,RODOVIARIO,INTEC,"5631,78",0,0,0,0,0,"5631,78"
N,2025-nov,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$4.125,00",0,0,4125
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$103.729,06",0,0,0,"103729,06"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$349.472,65",0,0,0,"349472,65"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 39.467,63",0,0,0,"39467,63"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 2.601,81",0,0,0,"2601,81"
N,2025-fev,RODOVIARIO,INTEC,"153560,69",0,0,0,0,0,"153560,69"
N,2025-nov,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$ 21.186,90",0,0,"21186,9"
N,2025-fev,RODOVIARIO,INTEC,"109100,95",0,0,0,0,0,"109100,95"
N,2025-jan,AEREO,FARMA,"6355,04",0,0,0,0,0,"6355,04"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 906.666,49",0,0,0,"906666,49"
N,2025-fev,RODOVIARIO,INTEC,"234,96",0,0,0,0,0,"234,96"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 263.232,82",0,0,0,"263232,82"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$618.428,92",0,0,0,"618428,92"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$57.261,07",0,0,0,"57261,07"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$53.931,28",0,0,0,"53931,28"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$525.759,64",0,0,0,"525759,64"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$88.745,47",0,0,0,"88745,47"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 33.496,10",0,0,0,"33496,1"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$55.211,73",0,0,0,"55211,73"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$133.622,63",0,0,0,"133622,63"
N,2025-jan,RODOVIARIO,INTEC,0,"R$ 9.583,61",0,0,0,0,"9583,61"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$383.521,92",0,0,0,"383521,92"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 561.265,10",0,0,0,"561265,1"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$63.922,24",0,0,0,"63922,24"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$5.967,51",0,0,0,"5967,51"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$260.179,77",0,0,0,"260179,77"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$135.458,78",0,0,0,"135458,78"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$59.067,62",0,0,0,"59067,62"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$288,39",0,0,0,"288,39"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$2.310,54",0,0,0,"2310,54"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$182.119,01",0,0,0,"182119,01"
N,2025-fev,RODOVIARIO,INTEC,"5883,05",0,0,0,0,0,"5883,05"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 594.897,11",0,0,0,"594897,11"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$65.920,39",0,0,0,"65920,39"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$59.701,02",0,0,0,"59701,02"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$569.615,64",0,0,0,"569615,64"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$9.640,71",0,0,0,"9640,71"
N,2025-fev,RODOVIARIO,FARMA,"343549,34",0,0,0,0,0,"343549,34"
N,2025-fev,RODOVIARIO,FARMA,"42,6",0,0,0,0,0,"42,6"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$458.290,60",0,0,0,"458290,6"
N,2025-jan,RODOVIARIO,FARMA,0,"R$ 1.002,63",0,0,0,0,"1002,63"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$325.429,11",0,0,0,"325429,11"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$251.294,45",0,0,0,"251294,45"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 429.582,36",0,0,0,"429582,36"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 8.410,24",0,0,0,"8410,24"
N,2025-fev,RODOVIARIO,INTEC,"37449,33",0,0,0,0,0,"37449,33"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 827.157,08",0,0,0,"827157,08"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 24.681,87",0,0,0,"24681,87"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$10.338,14",0,0,0,"10338,14"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$28.844,86",0,0,0,"28844,86"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$243.623,21",0,0,0,"243623,21"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$7.907,39",0,0,0,"7907,39"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$ 4.239,62",0,0,0,"4239,62"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$34.335,06",0,0,0,"34335,06"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$7.859,63",0,0,0,"7859,63"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$475.865,29",0,0,0,"475865,29"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$87.701,80",0,0,0,"87701,8"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$364.067,91",0,0,0,"364067,91"
N,2025-nov,ARMAZENAGEM,FARMA,0,0,"R$140.739,86",0,0,0,"140739,86"
N,2025-nov,AEREO,INTEC,"20231,45",0,0,0,0,0,"20231,45"
N,2025-nov,AEREO,INTEC,"60261,34",0,0,0,0,0,"60261,34"
N,2025-nov,AEREO,INTEC,"41607,73",0,0,0,0,0,"41607,73"
N,2025-nov,AEREO,FARMA,"29715,08",0,0,0,0,0,"29715,08"
N,2025-fev,RODOVIARIO,INTEC,0,"R$ 303,78",0,0,0,0,"303,78"
N,2025-nov,AEREO,FARMA,"100287,13",0,0,0,0,0,"100287,13"
N,2025-nov,AEREO,FARMA,"179324,99",0,0,0,0,0,"179324,99"
N,2025-nov,AEREO,INTEC,"1937,37",0,0,0,0,0,"1937,37"
S,2025-fev,RODOVIARIO,INTEC,"23826,45",0,0,0,0,0,"23826,45"
N,2025-nov,AEREO,FARMA,"565723,71",0,0,0,0,0,"565723,71"
N,2025-nov,AEREO,FARMA,"21673,59",0,0,0,0,0,"21673,59"
N,2025-nov,AEREO,FARMA,"2220,04",0,0,0,0,0,"2220,04"
N,2025-fev,RODOVIARIO,FARMA,"31318,05",0,0,0,0,0,"31318,05"
N,2025-nov,AEREO,INTEC,"9325,54",0,0,0,0,0,"9325,54"
N,2025-nov,AEREO,INTEC,"37101,21",0,0,0,0,0,"37101,21"
N,2025-nov,AEREO,INTEC,"28930,02",0,0,0,0,0,"28930,02"
S,2025-nov,AEREO,INTEC,"203345,59",0,0,0,0,0,"203345,59"
S,2025-nov,AEREO,INTEC,"757325,82",0,0,0,0,0,"757325,82"
S,2025-nov,AEREO,INTEC,"69115,53",0,0,0,0,0,"69115,53"
N,2025-nov,AEREO,FARMA,"49567,23",0,0,0,0,0,"49567,23"
N,2025-nov,AEREO,INTEC,"523,59",0,0,0,0,0,"523,59"
N,2025-nov,AEREO,FARMA,"29240,24",0,0,0,0,0,"29240,24"
N,2025-nov,AEREO,FARMA,"37996,01",0,0,0,0,0,"37996,01"
N,2025-nov,AEREO,INTEC,"79925,84",0,0,0,0,0,"79925,84"
N,2025-fev,RODOVIARIO,FARMA,"60071,84",0,0,0,0,0,"60071,84"
N,2025-nov,AEREO,FARMA,"68985,82",0,0,0,0,0,"68985,82"
N,2025-nov,AEREO,FARMA,"30964,48",0,0,0,0,0,"30964,48"
N,2025-nov,AEREO,FARMA,"205107,55",0,0,0,0,0,"205107,55"
N,2025-nov,AEREO,INTEC,"175,02",0,0,0,0,0,"175,02"
N,2025-nov,AEREO,INTEC,"174,7",0,0,0,0,0,"174,7"
N,2025-nov,AEREO,FARMA,"51027,88",0,0,0,0,0,"51027,88"
N,2025-fev,RODOVIARIO,INTEC,"224321,68",0,0,0,0,0,"224321,68"
N,2025-nov,AEREO,FARMA,"60157,68",0,0,0,0,0,"60157,68"
N,2025-nov,AEREO,INTEC,"12763,06",0,0,0,0,0,"12763,06"
N,2025-nov,AEREO,INTEC,"248468,15",0,0,0,0,0,"248468,15"
N,2025-nov,AEREO,INTEC,"6846,34",0,0,0,0,0,"6846,34"
N,2025-nov,AEREO,INTEC,"1589,5",0,0,0,0,0,"1589,5"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$1.782,50",0,0,0,"1782,5"
N,2025-nov,RODOVIARIO,INTEC,"43721,72",0,0,0,0,0,"43721,72"
N,2025-nov,RODOVIARIO,INTEC,"8772,75",0,0,0,0,0,"8772,75"
N,2025-nov,RODOVIARIO,INTEC,12,0,0,0,0,0,12
N,2025-nov,RODOVIARIO,INTEC,"74297,39",0,0,0,0,0,"74297,39"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 3.423,69",0,0,0,0,"3423,69"
N,2025-nov,RODOVIARIO,INTEC,"27957,72",0,0,0,0,0,"27957,72"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 6.067,50",0,0,0,0,"6067,5"
N,2025-nov,RODOVIARIO,FARMA,"141173,29",0,0,0,0,0,"141173,29"
N,2025-nov,RODOVIARIO,FARMA,"14766,82",0,0,0,0,0,"14766,82"
N,2025-nov,RODOVIARIO,FARMA,0,"R$ 9.477,10",0,0,0,0,"9477,1"
N,2025-nov,RODOVIARIO,INTEC,"66762,86",0,0,0,0,0,"66762,86"
N,2025-nov,RODOVIARIO,INTEC,"138866,15",0,0,0,0,0,"138866,15"
N,2025-nov,RODOVIARIO,INTEC,"113365,02",0,0,0,0,0,"113365,02"
N,2025-nov,RODOVIARIO,INTEC,"57721,45",0,0,0,0,0,"57721,45"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 1.985,62",0,0,0,0,"1985,62"
N,2025-nov,RODOVIARIO,INTEC,"799984,81",0,0,0,0,0,"799984,81"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$358.630,00",0,0,0,358630
N,2025-nov,RODOVIARIO,FARMA,"526186,98",0,0,0,0,0,"526186,98"
N,2025-nov,RODOVIARIO,FARMA,"31251,83",0,0,0,0,0,"31251,83"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$ 264.889,48",0,0,0,"264889,48"
N,2025-nov,RODOVIARIO,FARMA,"250043,21",0,0,0,0,0,"250043,21"
N,2025-nov,RODOVIARIO,INTEC,"9853,05",0,0,0,0,0,"9853,05"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$128.579,40",0,0,0,"128579,4"
N,2025-nov,RODOVIARIO,FARMA,"191544,99",0,0,0,0,0,"191544,99"
N,2025-nov,RODOVIARIO,INTEC,"1182325,3",0,0,0,0,0,"1182325,27"
N,2025-nov,RODOVIARIO,INTEC,"695,98",0,0,0,0,0,"695,98"
N,2025-nov,RODOVIARIO,INTEC,"3914,11",0,0,0,0,0,"3914,11"
N,2025-nov,RODOVIARIO,INTEC,"3404,48",0,0,0,0,0,"3404,48"
N,2025-nov,RODOVIARIO,INTEC,"3488,18",0,0,0,0,0,"3488,18"
N,2025-nov,RODOVIARIO,FARMA,"169815,05",0,0,0,0,0,"169815,05"
N,2025-nov,RODOVIARIO,FARMA,"38555,28",0,0,0,0,0,"38555,28"
N,2025-nov,RODOVIARIO,INTEC,"2362,57",0,0,0,0,0,"2362,57"
N,2025-nov,RODOVIARIO,INTEC,"215503,75",0,0,0,0,0,"215503,75"
N,2025-jan,RODOVIARIO,FARMA,"48689,61",0,0,0,0,0,"48689,61"
N,2025-nov,RODOVIARIO,INTEC,"27062,68",0,0,0,0,0,"27062,68"
N,2025-nov,RODOVIARIO,INTEC,"109716,21",0,0,0,0,0,"109716,21"
N,2025-nov,RODOVIARIO,FARMA,"4250,48",0,0,0,0,0,"4250,48"
N,2025-nov,RODOVIARIO,FARMA,"420733,7",0,0,0,0,0,"420733,7"
N,2025-nov,RODOVIARIO,INTEC,"5252,61",0,0,0,0,0,"5252,61"
N,2025-nov,RODOVIARIO,INTEC,"45555,44",0,0,0,0,0,"45555,44"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 365,81",0,0,0,0,"365,81"
N,2025-nov,RODOVIARIO,INTEC,"205819,96",0,0,0,0,0,"205819,96"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 1.189,94",0,0,0,0,"1189,94"
N,2025-nov,RODOVIARIO,INTEC,"89846,01",0,0,0,0,0,"89846,01"
N,2025-nov,RODOVIARIO,INTEC,"3678,94",0,0,0,0,0,"3678,94"
N,2025-nov,RODOVIARIO,FARMA,"153182,4",0,0,0,0,0,"153182,4"
N,2025-nov,RODOVIARIO,INTEC,"163888,7",0,0,0,0,0,"163888,7"
N,2025-nov,RODOVIARIO,INTEC,"65764,66",0,0,0,0,0,"65764,66"
N,2025-nov,RODOVIARIO,INTEC,0,"R$194,78",0,0,0,0,"194,78"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 1.544,31",0,0,0,0,"1544,31"
N,2025-nov,RODOVIARIO,INTEC,"128645,65",0,0,0,0,0,"128645,65"
N,2025-nov,RODOVIARIO,INTEC,"63463,08",0,0,0,0,0,"63463,08"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 883,47",0,0,0,0,"883,47"
S,2025-nov,RODOVIARIO,INTEC,"2772920,4",0,0,0,0,0,"2772920,37"
S,2025-nov,RODOVIARIO,INTEC,1508700,0,0,0,0,0,"1508699,95"
S,2025-nov,RODOVIARIO,INTEC,0,0,0,0,"1231259,29",0,"1231259,29"
S,2025-nov,RODOVIARIO,INTEC,"4175,07",0,0,0,0,0,"4175,07"
S,2025-nov,RODOVIARIO,INTEC,"339049,59",0,0,0,0,0,"339049,59"
N,2025-nov,RODOVIARIO,INTEC,"18046,84",0,0,0,0,0,"18046,84"
N,2025-nov,RODOVIARIO,FARMA,"244675,98",0,0,0,0,0,"244675,98"
N,2025-nov,RODOVIARIO,FARMA,"22572,06",0,0,0,0,0,"22572,06"
N,2025-nov,RODOVIARIO,INTEC,"301680,27",0,0,0,0,0,"301680,27"
N,2025-nov,RODOVIARIO,INTEC,"34019,72",0,0,0,0,0,"34019,72"
N,2025-nov,RODOVIARIO,INTEC,"65449,41",0,0,0,0,0,"65449,41"
N,2025-nov,RODOVIARIO,FARMA,"502864,8",0,0,0,0,0,"502864,8"
N,2025-nov,RODOVIARIO,FARMA,"187589,44",0,0,0,0,0,"187589,44"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 1.708,21",0,0,0,0,"1708,21"
N,2025-nov,RODOVIARIO,INTEC,"621248,73",0,0,0,0,0,"621248,73"
N,2025-nov,RODOVIARIO,INTEC,10,0,0,0,0,0,10
N,2025-nov,RODOVIARIO,INTEC,"211394,75",0,0,0,0,0,"211394,75"
N,2025-nov,RODOVIARIO,INTEC,"179973,13",0,0,0,0,0,"179973,13"
N,2025-nov,RODOVIARIO,FARMA,"125358,22",0,0,0,0,0,"125358,22"
N,2025-nov,RODOVIARIO,FARMA,0,"R$ 1.841,85",0,0,0,0,"1841,85"
N,2025-nov,RODOVIARIO,INTEC,"307325,68",0,0,0,0,0,"307325,68"
N,2025-nov,RODOVIARIO,INTEC,"188592,21",0,0,0,0,0,"188592,21"
N,2025-jan,RODOVIARIO,INTEC,"926139,41",0,0,0,0,0,"926139,41"
N,2025-nov,RODOVIARIO,FARMA,"5656,6",0,0,0,0,0,"5656,6"
N,2025-nov,RODOVIARIO,INTEC,"1607,13",0,0,0,0,0,"1607,13"
N,2025-nov,RODOVIARIO,INTEC,"534355,39",0,0,0,0,0,"534355,39"
N,2025-nov,RODOVIARIO,FARMA,"1081163,1",0,0,0,0,0,"1081163,07"
N,2025-nov,RODOVIARIO,FARMA,"57402,31",0,0,0,0,0,"57402,31"
